Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"16491","1","2017-01-24 11:38:07","1","78","<machine-learning><python><classification><svm>","0",""
"16493","2","2017-01-24 11:58:02","1","","","",""
"16494","1","2017-01-24 12:13:13","0","506","<classification><feature-extraction>","2",""
"16496","2","2017-01-24 12:33:50","3","","","",""
"16497","2","2017-01-24 13:02:29","1","","","",""
"16498","2","2017-01-24 13:34:46","4","","","",""
"16501","2","2017-01-24 18:16:08","4","","","",""
"16502","2","2017-01-24 18:32:38","1","","","",""
"16503","2","2017-01-24 18:33:37","2","","","",""
"16505","2","2017-01-24 20:26:40","2","","","",""
"16506","2","2017-01-24 21:03:52","1","","","",""
"16507","2","2017-01-24 21:44:14","0","","","",""
"16509","1","2017-01-25 01:14:59","4","1063","<python><scikit-learn><decision-trees><linear-regression>","2",""
"16510","1","2017-01-25 02:50:08","1","2851","<python><scikit-learn><categorical-data>","3",""
"16511","1","2017-01-25 03:55:49","3","518","<data-mining><k-means><pca>","2",""
"16512","1","2017-01-25 04:29:01","1","187","<neural-network><backpropagation>","0",""
"16513","1","2017-01-25 04:51:50","1","2260","<machine-learning><convolutional-neural-network>","1",""
"16514","1","2017-01-25 05:12:23","1","143","<machine-learning><supervised-learning><finance>","1",""
"16516","2","2017-01-25 05:43:42","2","","","",""
"16517","1","2017-01-25 08:14:08","2","264","<r><time-series>","0",""
"16518","2","2017-01-25 08:32:46","1","","","",""
"16519","1","2017-01-25 09:04:55","1","208","<python><nlp><nltk><mongodb>","0",""
"16521","2","2017-01-25 09:36:12","0","","","",""
"16522","2","2017-01-25 10:10:50","4","","","",""
"16523","2","2017-01-25 10:27:13","2","","","",""
"16525","1","2017-01-25 12:57:36","2","107","<decision-trees><ensemble-modeling>","1",""
"16526","2","2017-01-25 13:09:51","1","","","",""
"16528","2","2017-01-25 16:09:27","3","","","",""
"16529","1","2017-01-25 16:24:44","4","422","<keras>","1",""
"16531","2","2017-01-25 17:15:38","5","","","",""
"16532","1","2017-01-25 17:55:49","12","10259","<clustering><tensorflow><k-means><unsupervised-learning><tsne>","2",""
"16533","2","2017-01-25 19:05:28","0","","","",""
"16534","2","2017-01-25 19:24:50","3","","","",""
"16535","1","2017-01-25 19:42:33","0","1372","<data><google><data-formats><google-data-studio>","2",""
"16536","2","2017-01-25 19:49:26","1","","","",""
"16539","2","2017-01-25 23:26:23","1","","","",""
"16540","1","2017-01-25 23:29:28","1","773","<machine-learning><linear-regression><probability><distribution>","0",""
"16542","1","2017-01-26 06:52:48","0","1269","<machine-learning>","3",""
"16544","2","2017-01-26 08:17:44","13","","","",""
"16545","1","2017-01-26 08:23:04","4","1219","<clustering><labels><tsne>","1",""
"16546","1","2017-01-26 08:49:30","0","95","<orange>","2",""
"16547","2","2017-01-26 09:10:40","1","","","",""
"16548","1","2017-01-26 09:34:44","3","16015","<scikit-learn><keras><feature-scaling>","1",""
"16550","2","2017-01-26 11:53:47","1","","","",""
"16552","2","2017-01-26 12:04:29","0","","","",""
"16553","1","2017-01-26 13:06:08","2","9197","<neural-network><regression><audio-recognition>","2",""
"16554","2","2017-01-26 13:48:05","2","","","",""
"16556","2","2017-01-26 14:54:14","2","","","",""
"16557","2","2017-01-26 15:57:24","4","","","",""
"16558","1","2017-01-26 17:01:11","0","331","<neural-network><overfitting>","2",""
"16560","1","2017-01-26 17:39:09","3","428","<naive-bayes-classifier>","1",""
"16561","2","2017-01-26 17:57:09","1","","","",""
"16563","1","2017-01-26 18:29:03","1","1406","<python><data-cleaning><pandas>","1",""
"16565","2","2017-01-26 19:37:43","5","","","",""
"16566","2","2017-01-26 19:49:46","1","","","",""
"16567","2","2017-01-26 19:50:27","2","","","",""
"16569","1","2017-01-27 03:46:45","0","1003","<machine-learning><computer-vision>","1",""
"16570","1","2017-01-27 07:11:48","1","410","<python><neural-network><classification>","1",""
"16571","2","2017-01-27 08:49:50","0","","","",""
"108579","1","2022-02-27 09:27:21","1","121","<r><regression><logistic-regression><rstudio>","1",""
"108580","2","2022-02-27 09:30:29","1","","","",""
"108583","2","2022-02-27 10:48:25","0","","","",""
"108584","2","2022-02-27 14:06:49","0","","","",""
"108585","2","2022-02-27 14:14:00","0","","","",""
"108588","2","2022-02-27 16:04:17","1","","","",""
"108589","1","2022-02-27 16:28:02","1","82","<python><tensorflow><reinforcement-learning><memory>","0",""
"108591","1","2022-02-27 17:03:53","3","1169","<machine-learning><machine-learning-model><roc><model-evaluations>","2",""
"108592","2","2022-02-27 17:18:16","4","","","",""
"108593","2","2022-02-27 17:21:46","4","","","",""
"108594","1","2022-02-27 18:59:30","2","165","<embeddings><categorical-encoding>","2",""
"108595","1","2022-02-27 20:39:43","0","969","<machine-learning><keras><nlp><bert><transformer>","1",""
"108596","2","2022-02-27 21:23:22","0","","","",""
"108597","2","2022-02-27 21:30:52","1","","","",""
"108598","2","2022-02-27 22:19:50","0","","","",""
"108601","2","2022-02-27 22:56:21","0","","","",""
"108602","2","2022-02-27 23:06:38","1","","","",""
"108604","1","2022-02-28 04:36:25","1","13","<feature-selection><random-forest><feature-engineering>","1",""
"108606","2","2022-02-28 05:18:09","0","","","",""
"108608","1","2022-02-28 06:36:38","0","16","<python><classification><scikit-learn><decision-trees>","0",""
"108609","2","2022-02-28 08:16:19","0","","","",""
"108614","1","2022-02-28 10:01:28","1","220","<r><regression><machine-learning-model><logistic-regression>","1",""
"108615","2","2022-02-28 10:15:04","1","","","",""
"108618","1","2022-02-28 10:41:38","0","42","<predictive-modeling><statistics><feature-selection><data-cleaning>","1",""
"108620","1","2022-02-28 11:15:55","1","90","<lightgbm><theory>","1",""
"108621","2","2022-02-28 11:19:30","0","","","",""
"108622","1","2022-02-28 13:21:54","1","55","<machine-learning><classification><feature-selection>","1",""
"108624","2","2022-02-28 16:43:46","1","","","",""
"108627","1","2022-02-28 17:27:29","0","229","<machine-learning><deep-learning><training><cross-validation><data-science-model>","1",""
"108628","2","2022-02-28 17:36:16","0","","","",""
"108630","2","2022-02-28 19:41:45","1","","","",""
"108631","2","2022-02-28 19:51:04","0","","","",""
"108632","2","2022-02-28 20:03:22","0","","","",""
"108633","2","2022-02-28 21:50:53","0","","","",""
"108634","2","2022-02-28 22:37:39","0","","","",""
"108635","1","2022-03-01 01:07:06","0","23","<feature-selection>","1",""
"108637","2","2022-03-01 04:16:58","0","","","",""
"108638","1","2022-03-01 05:39:05","1","80","<machine-learning><deep-learning><gradient-descent>","0",""
"108640","2","2022-03-01 07:41:52","0","","","",""
"108643","1","2022-03-01 09:23:12","0","36","<python><deep-learning><keras><optimization><gpu>","0",""
"108646","1","2022-03-01 10:39:41","0","53","<python><data-mining><dataframe>","1",""
"108647","1","2022-03-01 11:27:35","2","302","<classification><feature-selection><decision-trees>","2",""
"108648","1","2022-03-01 11:28:04","0","2354","<python><time-series><pandas><dataframe><python-3.x>","0",""
"108650","1","2022-03-01 12:54:38","0","76","<machine-learning><classification><logistic-regression><data-science-model><statsmodels>","0",""
"108652","2","2022-03-01 14:28:33","1","","","",""
"108653","1","2022-03-01 14:48:04","1","24","<probability><distribution><bayesian>","1",""
"108654","2","2022-03-01 15:06:09","3","","","",""
"108655","2","2022-03-01 15:07:12","1","","","",""
"108657","1","2022-03-01 15:32:52","0","154","<python><deep-learning><keras><tensorflow>","0",""
"108658","2","2022-03-01 16:38:33","1","","","",""
"108662","2","2022-03-01 17:39:03","2","","","",""
"108663","1","2022-03-01 19:38:43","0","796","<training><preprocessing><data-leakage><labelling><test>","2",""
"108665","1","2022-03-01 22:18:18","1","19","<computer-vision><pca><dimensionality-reduction><k-nn><linear-algebra>","0",""
"16573","2","2017-01-27 09:04:42","2","","","",""
"16575","2","2017-01-27 10:12:49","2","","","",""
"16576","2","2017-01-27 11:19:43","2","","","",""
"16579","2","2017-01-27 13:44:06","0","","","",""
"16580","1","2017-01-27 17:45:17","1","9255","<machine-learning><data-mining><data>","2",""
"16581","2","2017-01-27 18:46:50","3","","","",""
"16584","1","2017-01-27 22:47:31","0","1160","<machine-learning><recommender-system>","2",""
"16585","1","2017-01-28 00:36:50","0","376","<neural-network><deep-learning><tensorflow>","1",""
"16586","1","2017-01-28 06:19:00","3","419","<machine-learning><feature-selection><feature-extraction>","2",""
"16587","1","2017-01-28 06:59:18","0","120","<machine-learning><deep-learning><logistic-regression><loss-function>","2",""
"16590","2","2017-01-28 15:37:09","0","","","",""
"16591","1","2017-01-28 15:44:43","1","70","<tensorflow><normalization>","0",""
"16593","2","2017-01-28 17:24:44","3","","","",""
"16596","2","2017-01-28 22:06:26","2","","","",""
"16599","1","2017-01-29 04:13:14","1","1627","<ab-test><experiments>","1",""
"16600","2","2017-01-29 07:00:03","1","","","",""
"16601","1","2017-01-29 10:02:56","13","8356","<deep-learning><image-classification><image-recognition>","1",""
"16602","2","2017-01-29 10:20:00","13","","","",""
"16603","1","2017-01-29 11:34:11","3","290","<nlp><language-model>","1","0"
"16605","2","2017-01-29 16:38:15","0","","","",""
"16609","1","2017-01-30 04:52:22","5","6637","<neural-network><gradient-descent>","1",""
"16611","2","2017-01-30 05:17:25","2","","","",""
"16612","2","2017-01-30 06:41:53","0","","","",""
"16613","1","2017-01-30 07:04:33","2","1068","<r>","1",""
"16616","1","2017-01-30 09:24:49","3","300","<clustering><text-mining>","3",""
"16617","2","2017-01-30 10:02:14","4","","","",""
"16619","2","2017-01-30 13:32:26","0","","","",""
"16620","1","2017-01-30 15:26:23","8","2238","<deep-learning><convolutional-neural-network>","4",""
"16621","2","2017-01-30 15:37:03","7","","","",""
"16622","1","2017-01-30 16:07:14","1","287","<machine-learning><classification>","1",""
"16623","1","2017-01-30 16:38:18","5","5056","<xgboost>","1",""
"16624","1","2017-01-30 16:42:51","3","6108","<neural-network><dataset><image-classification><image-recognition>","2",""
"16625","1","2017-01-30 16:49:56","4","1184","<neural-network>","2",""
"16627","2","2017-01-30 17:19:08","3","","","",""
"16628","2","2017-01-30 18:04:19","2","","","",""
"16629","2","2017-01-30 18:40:17","4","","","",""
"16631","2","2017-01-30 19:47:47","0","","","",""
"16634","2","2017-01-30 23:04:50","3","","","",""
"16635","2","2017-01-30 23:12:46","2","","","",""
"16636","2","2017-01-30 23:16:33","4","","","",""
"16637","1","2017-01-31 02:08:37","2","251","<machine-learning><data-mining><unsupervised-learning>","1",""
"16638","2","2017-01-31 04:33:02","0","","","",""
"16639","1","2017-01-31 05:32:36","18","15612","<machine-learning><deep-learning>","2",""
"16640","1","2017-01-31 06:34:12","2","1387","<classification><rnn><word-embeddings>","4",""
"16641","2","2017-01-31 07:57:54","17","","","",""
"16642","2","2017-01-31 08:50:52","1","","","",""
"16643","1","2017-01-31 09:11:39","3","18688","<r><logistic-regression>","1",""
"16644","1","2017-01-31 09:28:40","7","3700","<neural-network><gradient-descent>","1",""
"16645","1","2017-01-31 10:02:58","1","37","<classification><regression><feature-selection><linear-regression><dimensionality-reduction>","0",""
"16646","1","2017-01-31 10:03:08","1","1666","<deep-learning><tensorflow>","1",""
"16647","2","2017-01-31 10:44:55","2","","","",""
"16648","2","2017-01-31 12:00:54","2","","","",""
"16649","1","2017-01-31 12:59:33","4","1296","<visualization><simulation><monte-carlo>","1",""
"16651","2","2017-01-31 17:05:26","2","","","",""
"16652","2","2017-01-31 17:11:53","1","","","",""
"16653","1","2017-01-31 17:15:04","1","15346","<python><pandas><json>","3","0"
"16654","2","2017-01-31 17:28:29","0","","","",""
"16655","2","2017-01-31 17:53:38","-1","","","",""
"16656","2","2017-01-31 18:06:32","1","","","",""
"16657","2","2017-01-31 18:49:27","13","","","",""
"16658","1","2017-01-31 19:59:46","4","24549","<python><scikit-learn><cross-validation>","2",""
"16661","2","2017-01-31 21:11:05","0","","","",""
"16662","2","2017-01-31 21:33:49","1","","","",""
"47144","2","2019-03-12 10:13:28","7","","","",""
"47145","2","2019-03-12 10:21:29","0","","","",""
"47146","2","2019-03-12 10:25:16","8","","","",""
"47147","2","2019-03-12 10:41:00","1","","","",""
"47150","2","2019-03-12 11:32:30","6","","","",""
"47151","1","2019-03-12 11:42:26","2","46","<machine-learning><regression><sql>","2",""
"47153","2","2019-03-12 11:51:27","3","","","",""
"47154","2","2019-03-12 11:53:03","1","","","",""
"47159","1","2019-03-12 13:15:28","1","51","<supervised-learning>","1",""
"47160","2","2019-03-12 13:38:29","28","","","",""
"47161","1","2019-03-12 14:04:21","0","144","<keras><rnn><autoencoder>","1",""
"47162","1","2019-03-12 14:20:42","1","2459","<python><data>","1",""
"47163","2","2019-03-12 14:28:52","0","","","",""
"47168","1","2019-03-12 15:26:43","4","5670","<machine-learning><classification><decision-trees>","2",""
"47169","2","2019-03-12 16:06:34","6","","","",""
"47170","1","2019-03-12 16:15:58","0","47","<time-series><visualization><data-analysis>","1",""
"47172","2","2019-03-12 17:01:55","3","","","",""
"47173","2","2019-03-12 17:05:01","0","","","",""
"47174","2","2019-03-12 17:15:11","1","","","",""
"47175","1","2019-03-12 17:36:53","2","4855","<r><data-cleaning><data-wrangling>","1",""
"47176","2","2019-03-12 17:53:55","0","","","",""
"47177","1","2019-03-12 18:21:14","0","1589","<scikit-learn><pandas><dataframe>","1",""
"47178","2","2019-03-12 18:29:23","4","","","",""
"47180","1","2019-03-12 19:04:58","1","84","<machine-learning><clustering>","1",""
"47181","2","2019-03-12 19:19:12","0","","","",""
"47185","1","2019-03-12 21:51:11","3","2216","<python><clustering><k-means><pyspark>","2",""
"47186","1","2019-03-12 22:01:02","0","853","<python><keras><tensorflow><gpu>","2",""
"47187","1","2019-03-12 22:03:11","0","1261","<feature-selection><bayesian>","2",""
"47188","2","2019-03-12 22:15:14","0","","","",""
"47189","1","2019-03-12 22:26:27","0","485","<scikit-learn><k-means>","1",""
"47194","2","2019-03-13 00:36:08","1","","","",""
"47195","2","2019-03-13 00:42:59","2","","","",""
"47196","2","2019-03-13 00:45:15","0","","","",""
"47198","2","2019-03-13 01:01:29","1","","","",""
"47199","2","2019-03-13 01:02:26","1","","","",""
"47200","2","2019-03-13 01:31:42","0","","","",""
"47201","1","2019-03-13 01:55:37","1","83","<neural-network><reinforcement-learning><rnn><markov-process><actor-critic>","0",""
"47202","2","2019-03-13 02:03:04","6","","","",""
"47203","2","2019-03-13 02:16:30","0","","","",""
"47204","1","2019-03-13 03:11:35","2","139","<neural-network><deep-learning>","0",""
"47205","2","2019-03-13 03:12:59","-1","","","",""
"47206","1","2019-03-13 03:44:48","1","233","<pca><normalization>","1",""
"47208","1","2019-03-13 05:10:32","1","272","<python><keras><tensorflow>","0",""
"47209","1","2019-03-13 06:28:59","0","108","<keras><cnn>","1",""
"47210","2","2019-03-13 07:02:15","2","","","",""
"47212","2","2019-03-13 07:57:10","0","","","",""
"47213","2","2019-03-13 08:01:12","3","","","",""
"47214","2","2019-03-13 08:05:22","2","","","",""
"47215","2","2019-03-13 08:22:17","1","","","",""
"47217","2","2019-03-13 08:53:37","4","","","",""
"47218","1","2019-03-13 09:02:15","2","583","<unsupervised-learning><anomaly-detection>","4",""
"47219","2","2019-03-13 09:16:37","0","","","",""
"47220","2","2019-03-13 09:19:16","0","","","",""
"47221","1","2019-03-13 09:28:53","2","253","<machine-learning><word-embeddings><ranking>","1",""
"47222","1","2019-03-13 09:58:45","1","716","<clustering><orange>","1",""
"47223","1","2019-03-13 10:22:39","2","664","<machine-learning><classification><word-embeddings>","2",""
"47224","1","2019-03-13 10:44:15","0","271","<lstm>","1",""
"47225","2","2019-03-13 10:58:33","2","","","",""
"47226","2","2019-03-13 10:58:44","1","","","",""
"47227","2","2019-03-13 11:35:37","0","","","",""
"47228","1","2019-03-13 11:53:23","1","3006","<bigdata><training><sampling><smote><ai>","1",""
"47229","1","2019-03-13 11:59:23","1","197","<python>","1",""
"47230","2","2019-03-13 12:07:46","0","","","",""
"47231","2","2019-03-13 12:16:50","0","","","",""
"47232","1","2019-03-13 12:44:38","0","97","<predictive-modeling><data-science-model><forecasting>","1",""
"47233","2","2019-03-13 12:50:23","3","","","",""
"47234","1","2019-03-13 12:50:40","1","37","<python><neural-network><deep-learning><image-recognition>","0",""
"47235","1","2019-03-13 13:10:35","2","60","<deep-learning><tensorflow>","1",""
"47237","2","2019-03-13 14:04:13","2","","","",""
"47238","2","2019-03-13 14:19:19","16","","","",""
"47239","1","2019-03-13 14:20:29","1","210","<optimization><gradient-descent>","1",""
"47240","1","2019-03-13 15:08:02","1","17","<statistics><normalization><metric><image>","0",""
"47241","2","2019-03-13 15:26:34","1","","","",""
"47242","1","2019-03-13 15:37:47","1","52","<r>","1",""
"47243","1","2019-03-13 15:53:55","1","352","<lstm><cnn><overfitting>","0",""
"47244","2","2019-03-13 16:02:06","2","","","",""
"47245","1","2019-03-13 16:05:46","2","120","<classification><categorical-data><distance><kernel>","1",""
"47246","2","2019-03-13 16:18:54","0","","","",""
"47247","2","2019-03-13 16:19:55","1","","","",""
"47248","1","2019-03-13 16:52:53","1","2582","<scikit-learn><logistic-regression>","1",""
"47249","2","2019-03-13 17:06:39","7","","","",""
"47250","2","2019-03-13 17:10:11","1","","","",""
"47251","2","2019-03-13 17:18:14","0","","","",""
"76740","1","2020-06-26 23:31:42","1","382","<pytorch><batch-normalization>","1",""
"76741","1","2020-06-26 23:44:30","0","28","<visualization><data-analysis><plotting>","2",""
"76743","2","2020-06-27 00:16:29","1","","","",""
"76744","2","2020-06-27 01:40:10","1","","","",""
"76745","1","2020-06-27 02:47:30","1","85","<statistics>","1",""
"76746","2","2020-06-27 03:56:39","4","","","",""
"76747","1","2020-06-27 07:03:29","1","116","<python><neural-network><deep-learning><keras><lstm>","0",""
"76748","1","2020-06-27 07:14:51","1","53","<statistics>","1",""
"76749","2","2020-06-27 07:18:34","1","","","",""
"76750","2","2020-06-27 07:37:49","0","","","",""
"76751","1","2020-06-27 07:57:02","2","429","<training><jupyter><management>","1",""
"76752","2","2020-06-27 08:00:38","1","","","",""
"76754","2","2020-06-27 09:23:52","2","","","",""
"76755","1","2020-06-27 09:36:32","10","920","<machine-learning><classification><boosting>","2",""
"76757","1","2020-06-27 11:00:17","3","1085","<lstm><rnn><training><optimization><gradient-descent>","2",""
"76758","2","2020-06-27 11:04:45","0","","","",""
"76759","1","2020-06-27 11:26:11","1","109","<machine-learning><regression><statistics><linear-regression>","0",""
"76760","2","2020-06-27 11:29:54","4","","","",""
"76761","2","2020-06-27 11:30:05","11","","","",""
"76763","1","2020-06-27 12:05:59","3","104","<classification>","1",""
"76765","1","2020-06-27 12:29:28","2","23","<cnn><image-classification><mnist>","1",""
"76766","2","2020-06-27 12:36:09","1","","","",""
"76767","2","2020-06-27 13:42:26","2","","","",""
"76768","1","2020-06-27 14:31:23","-1","55","<machine-learning><matrix-factorisation><matrix>","2",""
"76769","2","2020-06-27 14:42:28","0","","","",""
"76770","2","2020-06-27 15:19:50","2","","","",""
"76771","1","2020-06-27 15:21:37","2","82","<machine-learning><classification><overfitting>","1",""
"76772","2","2020-06-27 15:22:20","3","","","",""
"76774","2","2020-06-27 15:28:21","2","","","",""
"76775","1","2020-06-27 15:33:58","1","1106","<machine-learning><time-series><feature-extraction><categorical-data><forecasting>","2",""
"76777","1","2020-06-27 16:06:36","3","180","<classification><nlp><clustering><unsupervised-learning><sentiment-analysis>","2",""
"76778","1","2020-06-27 16:17:27","3","112","<machine-learning><python><algorithms><unsupervised-learning><numpy>","1",""
"76779","1","2020-06-27 17:06:08","1","114","<machine-learning><random-forest><data-science-model><model-selection><boosting>","1",""
"76780","2","2020-06-27 18:56:54","1","","","",""
"76781","1","2020-06-27 19:15:39","2","709","<machine-learning><classification><scikit-learn>","1",""
"76782","2","2020-06-27 19:42:00","1","","","",""
"76783","2","2020-06-27 22:23:25","1","","","",""
"76784","2","2020-06-27 22:35:16","3","","","",""
"76785","2","2020-06-27 23:35:01","0","","","",""
"76786","1","2020-06-27 23:41:19","2","175","<machine-learning><keras><tensorflow><lstm><rnn>","0",""
"76787","1","2020-06-28 03:25:17","2","521","<neural-network><pytorch><transformer><machine-translation>","0",""
"76788","1","2020-06-28 04:13:06","1","41","<scikit-learn>","0",""
"76789","2","2020-06-28 05:04:15","1","","","",""
"76790","2","2020-06-28 05:50:16","2","","","",""
"76791","2","2020-06-28 06:32:48","0","","","",""
"76792","2","2020-06-28 06:37:38","0","","","",""
"76793","2","2020-06-28 07:23:22","2","","","",""
"76794","2","2020-06-28 08:17:36","0","","","",""
"76795","1","2020-06-28 09:02:10","3","747","<classification><decision-trees><text-mining><svm>","1",""
"76796","1","2020-06-28 09:33:22","3","1237","<machine-learning><nlp><topic-model><python-3.x>","3",""
"76797","2","2020-06-28 10:34:54","0","","","",""
"76798","1","2020-06-28 11:24:36","4","166","<r><text-classification><bag-of-words><document-term-matrix>","0",""
"76799","1","2020-06-28 11:26:51","0","213","<data-cleaning><correlation><autoencoder><anomaly-detection><isolation-forest>","0",""
"76801","2","2020-06-28 12:13:47","1","","","",""
"76802","1","2020-06-28 12:50:34","1","2794","<python><neural-network><deep-learning><lstm>","1",""
"76805","2","2020-06-28 13:34:46","1","","","",""
"76806","1","2020-06-28 13:47:48","2","216","<machine-learning><bigdata><pca><apache-spark><pyspark>","1",""
"76807","1","2020-06-28 14:57:14","1","20","<time-series><data-science-model><finance><parameter-estimation>","0",""
"76808","2","2020-06-28 15:00:46","2","","","",""
"76809","2","2020-06-28 15:48:21","0","","","",""
"76811","1","2020-06-28 16:58:15","0","403","<machine-learning><scikit-learn><nlp><regularization>","1",""
"76812","1","2020-06-28 17:08:16","0","33","<machine-learning><machine-learning-model><sequence>","1",""
"76813","2","2020-06-28 18:23:47","-1","","","",""
"76815","2","2020-06-28 18:34:57","0","","","",""
"76816","1","2020-06-28 18:58:05","4","2543","<classification><logistic-regression><overfitting><regularization>","2",""
"76817","2","2020-06-28 19:18:49","1","","","",""
"76818","1","2020-06-28 20:04:41","1","201","<feature-extraction><encoding><features>","1",""
"76819","2","2020-06-28 22:14:04","6","","","",""
"76820","2","2020-06-28 23:24:02","1","","","",""
"76821","1","2020-06-29 00:26:35","1","126","<data><linear-regression><data-cleaning><missing-data><data-imputation>","1",""
"76822","1","2020-06-29 01:01:23","0","56","<clustering><algorithms><k-means>","1",""
"76823","2","2020-06-29 03:23:02","1","","","",""
"76824","1","2020-06-29 03:59:04","26","6864","<machine-learning><python><r><statistics><data-analysis>","7",""
"76825","2","2020-06-29 04:14:50","1","","","",""
"76826","1","2020-06-29 04:49:22","4","8503","<time-series><lstm><prediction><rnn>","3",""
"76827","2","2020-06-29 04:58:52","1","","","",""
"108666","1","2022-03-02 00:15:11","0","57","<deep-learning><neural-network><keras><feature-scaling>","1",""
"108668","2","2022-03-02 00:17:44","0","","","",""
"108669","1","2022-03-02 04:25:21","0","182","<deep-learning><neural-network><cost-function>","2",""
"108671","2","2022-03-02 07:24:24","0","","","",""
"108672","2","2022-03-02 07:26:49","0","","","",""
"108673","2","2022-03-02 07:39:30","0","","","",""
"108674","2","2022-03-02 08:16:46","2","","","",""
"108675","1","2022-03-02 09:39:47","1","26","<machine-learning><svm><supervised-learning><text-classification><tfidf>","1",""
"108676","2","2022-03-02 09:42:29","0","","","",""
"108677","1","2022-03-02 09:51:39","1","754","<r><regression><logistic-regression><confusion-matrix><rstudio>","1",""
"108678","1","2022-03-02 10:09:20","1","19","<r>","2",""
"108679","2","2022-03-02 10:18:51","0","","","",""
"108680","2","2022-03-02 10:26:20","1","","","",""
"108681","1","2022-03-02 12:07:41","1","7","<machine-learning><cnn><optimization><hardware>","0",""
"108683","1","2022-03-02 13:09:00","1","26","<machine-learning><clustering><matlab>","1",""
"108684","1","2022-03-02 13:19:42","0","72","<machine-learning><python><keras><tensorflow><activation-function>","0",""
"108685","1","2022-03-02 13:39:44","4","939","<nlp><word-embeddings><k-nn><search-engine><elastic-search>","3",""
"108687","2","2022-03-02 15:17:43","0","","","",""
"108688","1","2022-03-02 15:19:16","1","57","<scikit-learn><pandas><training><sql><data-leakage>","2",""
"108689","2","2022-03-02 15:22:22","0","","","",""
"108691","2","2022-03-02 16:26:43","1","","","",""
"108692","2","2022-03-02 16:33:30","0","","","",""
"108693","2","2022-03-02 17:44:25","0","","","",""
"108694","2","2022-03-02 18:04:26","0","","","",""
"108696","1","2022-03-02 19:34:22","0","291","<deep-learning><neural-network><classification><machine-learning-model><supervised-learning>","1","0"
"108698","2","2022-03-02 21:04:07","1","","","",""
"108699","1","2022-03-02 21:14:04","0","129","<machine-learning><python><deep-learning><bert><sentiment-analysis>","0",""
"108700","2","2022-03-02 21:42:08","1","","","",""
"108702","2","2022-03-02 23:30:15","0","","","",""
"108703","2","2022-03-03 00:06:01","1","","","",""
"108706","2","2022-03-03 00:44:23","0","","","",""
"108707","2","2022-03-03 05:41:35","0","","","",""
"108708","1","2022-03-03 08:11:57","1","113","<nlp><word-embeddings><autoencoder><embeddings>","1",""
"108709","1","2022-03-03 09:13:23","1","45","<r><pca><ggplot2><pcamixdata>","0",""
"108712","1","2022-03-03 13:10:56","0","27","<neural-network>","1",""
"108713","1","2022-03-03 13:56:52","0","6457","<machine-learning><linear-regression><sentiment-analysis>","1",""
"108715","2","2022-03-03 14:06:29","1","","","",""
"108716","2","2022-03-03 14:24:34","1","","","",""
"108719","1","2022-03-03 14:57:22","0","16","<methods>","0",""
"108721","1","2022-03-03 15:59:17","0","1799","<pytorch><binary-classification><softmax><cross-entropy>","1",""
"108724","2","2022-03-03 16:47:30","1","","","",""
"108725","1","2022-03-03 16:55:39","2","48","<tableau>","1",""
"108726","1","2022-03-03 17:31:06","2","44","<machine-learning><dataset><machine-learning-model><recommender-system><model-evaluations>","1",""
"108727","1","2022-03-03 18:46:27","0","282","<python><multiclass-classification><semantic-segmentation><interpretation>","1",""
"108730","2","2022-03-03 19:12:27","0","","","",""
"108731","2","2022-03-03 19:18:43","1","","","",""
"108732","2","2022-03-03 19:30:26","0","","","",""
"108733","2","2022-03-03 20:17:19","0","","","",""
"108734","1","2022-03-03 20:23:54","0","20","<machine-learning>","1",""
"108735","2","2022-03-03 20:42:43","1","","","",""
"108736","1","2022-03-03 21:49:18","1","122","<python><nlp><naive-bayes-classifier>","2",""
"108737","2","2022-03-03 21:49:30","0","","","",""
"108739","1","2022-03-04 00:37:01","1","246","<machine-learning><classification><data-mining>","0",""
"108740","1","2022-03-04 02:42:07","3","1856","<nlp><bert>","1",""
"108743","1","2022-03-04 07:21:50","1","30","<classification><dataset><data-mining><model-evaluations><naive-bayes-classifier>","1",""
"108744","2","2022-03-04 07:48:39","0","","","",""
"108746","2","2022-03-04 08:19:17","1","","","",""
"108747","2","2022-03-04 08:32:01","2","","","",""
"108749","1","2022-03-04 10:03:09","1","31","<machine-learning><neural-network><classification><predictive-modeling><xgboost>","1",""
"108750","1","2022-03-04 10:46:25","0","104","<python><neural-network><keras><lstm><rnn>","0",""
"108751","2","2022-03-04 11:05:10","1","","","",""
"108752","2","2022-03-04 11:07:13","3","","","",""
"108753","1","2022-03-04 11:28:10","1","435","<python>","1",""
"108754","1","2022-03-04 11:36:55","1","176","<machine-learning><data-science-model><catboost>","0",""
"108755","1","2022-03-04 12:36:00","3","610","<deep-learning><neural-network><regression><collinearity>","1",""
"108756","2","2022-03-04 14:25:58","0","","","",""
"108758","1","2022-03-04 15:47:28","0","34","<neural-network><pytorch><multilabel-classification><uncertainty>","1",""
"108759","2","2022-03-04 15:56:08","5","","","",""
"108760","2","2022-03-04 16:30:44","0","","","",""
"108761","1","2022-03-04 17:18:21","1","244","<deep-learning><neural-network><mini-batch-gradient-descent>","2",""
"108763","2","2022-03-04 17:44:01","0","","","",""
"108764","2","2022-03-04 18:02:10","1","","","",""
